sep=,
"Time","Temp. Mandata","Temp. Ripresa","Temp. Saturazione","Temp. Esterna","SP Temp. Mand.","SP Temp. Mand. Comp.","Mod. V. Mandata","Mod. V. Ripresa"
2026-01-21 16:30:00,28.4 °C,22.0 °C,30.0 °C,5.0 °C,28 °C,28.6 °C,67,57
2026-01-21 17:00:00,26.1 °C,21.7 °C,27.2 °C,4.6 °C,28 °C,28.7 °C,66,51
2026-01-21 17:30:00,26.5 °C,21.6 °C,27.7 °C,4.4 °C,28 °C,28.7 °C,69,60
2026-01-21 18:00:00,28.2 °C,21.7 °C,29.6 °C,4.1 °C,28 °C,28.8 °C,72,59
2026-01-21 18:30:00,31.4 °C,21.8 °C,33.5 °C,3.6 °C,28 °C,28.9 °C,71,63
2026-01-21 19:00:00,31.5 °C,21.4 °C,33.8 °C,3.7 °C,28 °C,28.9 °C,71,63
2026-01-21 19:30:00,29.2 °C,21.6 °C,31.8 °C,2.8 °C,28 °C,29.0 °C,77,66
2026-01-21 20:00:00,16.0 °C,20.8 °C,15.5 °C,3.1 °C,28 °C,29.0 °C,0,0
2026-01-21 20:30:00,16.1 °C,20.8 °C,15.7 °C,3.1 °C,28 °C,29.0 °C,0,0
2026-01-21 21:00:00,15.8 °C,20.7 °C,16.0 °C,3.0 °C,28 °C,29.0 °C,0,0
2026-01-21 21:30:00,15.1 °C,19.9 °C,15.1 °C,1.9 °C,28 °C,29.2 °C,0,0
2026-01-21 22:00:00,14.9 °C,20.2 °C,15.0 °C,1.2 °C,28 °C,29.4 °C,0,0
2026-01-21 22:30:00,14.9 °C,20.4 °C,15.0 °C,1.1 °C,28 °C,29.4 °C,0,0
2026-01-21 23:00:00,14.8 °C,20.3 °C,14.5 °C,0.3 °C,28 °C,29.5 °C,0,0
2026-01-21 23:30:00,14.5 °C,20.0 °C,14.2 °C,-0.6 °C,28 °C,29.7 °C,0,0
2026-01-22 00:00:00,14.2 °C,19.9 °C,14.2 °C,-1.5 °C,28 °C,29.9 °C,0,0
2026-01-22 00:30:00,14.6 °C,20.3 °C,14.2 °C,-2.2 °C,28 °C,30.0 °C,0,0
2026-01-22 01:00:00,13.7 °C,20.2 °C,13.7 °C,-3.2 °C,28 °C,30.2 °C,0,0
2026-01-22 01:30:00,14.4 °C,20.3 °C,14.3 °C,-1.6 °C,28 °C,29.9 °C,0,0
2026-01-22 02:00:00,13.7 °C,20.3 °C,13.5 °C,-3.0 °C,28 °C,30.2 °C,0,0
2026-01-22 02:30:00,13.5 °C,20.4 °C,13.8 °C,-3.6 °C,28 °C,30.3 °C,0,0
2026-01-22 03:00:00,13.4 °C,20.1 °C,14.0 °C,-3.2 °C,28 °C,30.2 °C,0,0
2026-01-22 03:30:00,13.3 °C,20.1 °C,14.0 °C,-3.5 °C,28 °C,30.3 °C,0,0
2026-01-22 04:00:00,13.3 °C,20.5 °C,14.0 °C,-3.4 °C,28 °C,30.3 °C,0,0
2026-01-22 04:30:00,13.0 °C,20.3 °C,13.9 °C,-2.9 °C,28 °C,30.2 °C,0,0
2026-01-22 05:00:00,12.8 °C,20.3 °C,13.6 °C,-1.9 °C,28 °C,30.0 °C,0,0
2026-01-22 05:30:00,13.1 °C,20.6 °C,13.7 °C,-1.8 °C,28 °C,30.0 °C,0,0
2026-01-22 06:00:00,29.7 °C,21.7 °C,33.1 °C,-0.8 °C,28 °C,29.8 °C,81,72
2026-01-22 06:30:00,32.1 °C,21.8 °C,35.5 °C,-1.4 °C,28 °C,29.9 °C,74,64
2026-01-22 07:00:00,30.9 °C,21.9 °C,35.0 °C,-1.2 °C,28 °C,29.8 °C,81,69
2026-01-22 07:30:00,29.0 °C,22.0 °C,32.8 °C,-0.3 °C,28 °C,29.7 °C,76,72
2026-01-22 08:00:00,26.4 °C,21.9 °C,30.2 °C,1.6 °C,28 °C,29.3 °C,71,62
2026-01-22 08:30:00,26.6 °C,22.1 °C,29.7 °C,1.5 °C,28 °C,29.3 °C,75,67
2026-01-22 09:00:00,29.0 °C,22.0 °C,32.0 °C,1.4 °C,28 °C,29.3 °C,74,66
2026-01-22 09:30:00,31.4 °C,21.7 °C,33.0 °C,2.3 °C,28 °C,29.1 °C,77,67
2026-01-22 10:00:00,31.3 °C,21.4 °C,33.0 °C,2.9 °C,28 °C,29.0 °C,70,58
2026-01-22 10:30:00,28.8 °C,21.2 °C,31.0 °C,3.1 °C,28 °C,29.0 °C,75,65
2026-01-22 11:00:00,26.1 °C,21.1 °C,29.2 °C,2.9 °C,28 °C,29.0 °C,72,60
2026-01-22 11:30:00,26.1 °C,21.0 °C,29.3 °C,3.3 °C,28 °C,28.9 °C,73,59
2026-01-22 12:00:00,28.1 °C,20.8 °C,31.0 °C,4.2 °C,28 °C,28.8 °C,69,63
2026-01-22 12:30:00,30.0 °C,21.0 °C,32.4 °C,4.5 °C,28 °C,28.7 °C,66,58
2026-01-22 13:00:00,30.0 °C,20.8 °C,32.1 °C,5.6 °C,28 °C,28.5 °C,70,60
2026-01-22 13:30:00,28.0 °C,21.0 °C,29.3 °C,5.9 °C,28 °C,28.4 °C,67,57
2026-01-22 14:00:00,25.2 °C,21.3 °C,26.5 °C,6.4 °C,28 °C,28.3 °C,65,56
2026-01-22 14:30:00,25.0 °C,22.0 °C,25.7 °C,6.7 °C,28 °C,28.3 °C,68,58
2026-01-22 15:00:00,26.9 °C,21.8 °C,27.4 °C,6.5 °C,28 °C,28.3 °C,70,59
2026-01-22 15:30:00,28.8 °C,21.8 °C,29.4 °C,7.0 °C,28 °C,28.2 °C,63,56
2026-01-22 16:00:00,28.7 °C,21.6 °C,29.5 °C,6.1 °C,28 °C,28.4 °C,71,60
2026-01-22 16:30:00,26.9 °C,21.3 °C,27.1 °C,5.6 °C,28 °C,28.5 °C,65,57
2026-01-22 17:00:00,24.1 °C,21.2 °C,24.2 °C,5.2 °C,28 °C,28.6 °C,69,59
2026-01-22 17:30:00,24.4 °C,21.1 °C,25.2 °C,5.2 °C,28 °C,28.6 °C,71,61
2026-01-22 18:00:00,26.9 °C,20.8 °C,28.5 °C,5.2 °C,28 °C,28.6 °C,58,47
2026-01-22 18:30:00,29.9 °C,21.0 °C,31.5 °C,4.3 °C,28 °C,28.7 °C,67,54
2026-01-22 19:00:00,30.7 °C,20.8 °C,33.4 °C,3.3 °C,28 °C,28.9 °C,70,58
2026-01-22 19:30:00,28.4 °C,21.0 °C,31.4 °C,2.9 °C,28 °C,29.0 °C,73,63
2026-01-22 20:00:00,14.5 °C,20.4 °C,15.0 °C,1.5 °C,28 °C,29.3 °C,0,0
2026-01-22 20:30:00,14.3 °C,20.2 °C,14.6 °C,1.7 °C,28 °C,29.3 °C,0,0
2026-01-22 21:00:00,14.3 °C,20.6 °C,14.2 °C,1.1 °C,28 °C,29.4 °C,0,0
2026-01-22 21:30:00,14.0 °C,20.8 °C,14.1 °C,-0.1 °C,28 °C,29.6 °C,0,0
2026-01-22 22:00:00,14.0 °C,20.7 °C,13.7 °C,-1.2 °C,28 °C,29.8 °C,0,0
2026-01-22 22:30:00,13.9 °C,20.3 °C,13.3 °C,-1.4 °C,28 °C,29.9 °C,0,0
2026-01-22 23:00:00,13.8 °C,19.9 °C,12.4 °C,-1.6 °C,28 °C,29.9 °C,0,0
2026-01-22 23:30:00,13.6 °C,20.4 °C,12.9 °C,-2.4 °C,28 °C,30.1 °C,0,0
2026-01-23 00:00:00,13.9 °C,20.8 °C,12.2 °C,-2.7 °C,28 °C,30.1 °C,0,0
2026-01-23 00:30:00,13.6 °C,21.2 °C,12.6 °C,-3.6 °C,28 °C,30.3 °C,0,0
2026-01-23 01:00:00,14.0 °C,21.6 °C,13.1 °C,-3.8 °C,28 °C,30.4 °C,0,0
2026-01-23 01:30:00,14.7 °C,21.9 °C,13.8 °C,-3.0 °C,28 °C,30.2 °C,0,0
2026-01-23 02:00:00,14.5 °C,21.8 °C,14.2 °C,-1.8 °C,28 °C,30.0 °C,0,0
2026-01-23 02:30:00,14.5 °C,21.9 °C,13.5 °C,-2.1 °C,28 °C,30.0 °C,0,0
2026-01-23 03:00:00,14.3 °C,21.6 °C,13.0 °C,-1.9 °C,28 °C,30.0 °C,0,0
2026-01-23 03:30:00,14.6 °C,21.6 °C,12.9 °C,-1.7 °C,28 °C,29.9 °C,0,0
2026-01-23 04:00:00,14.3 °C,21.7 °C,13.4 °C,-2.7 °C,28 °C,30.1 °C,0,0
2026-01-23 04:30:00,14.1 °C,21.8 °C,13.7 °C,-3.1 °C,28 °C,30.2 °C,0,0
2026-01-23 05:00:00,13.7 °C,21.6 °C,13.3 °C,-4.1 °C,28 °C,30.4 °C,0,0
2026-01-23 05:30:00,13.7 °C,21.1 °C,13.0 °C,-3.3 °C,28 °C,30.3 °C,0,0
2026-01-23 06:00:00,30.3 °C,21.6 °C,34.2 °C,-1.6 °C,28 °C,29.9 °C,80,69
2026-01-23 06:30:00,32.3 °C,21.7 °C,36.3 °C,-0.4 °C,28 °C,29.7 °C,79,69
2026-01-23 07:00:00,32.3 °C,21.6 °C,36.6 °C,0.1 °C,28 °C,29.6 °C,74,65
2026-01-23 07:30:00,29.3 °C,21.7 °C,33.4 °C,0.5 °C,28 °C,29.5 °C,68,62
2026-01-23 08:00:00,27.7 °C,21.4 °C,31.7 °C,0.9 °C,28 °C,29.4 °C,73,63
2026-01-23 08:30:00,27.5 °C,21.8 °C,30.8 °C,2.1 °C,28 °C,29.2 °C,68,58
2026-01-23 09:00:00,29.2 °C,21.6 °C,32.9 °C,2.8 °C,28 °C,29.0 °C,73,61
2026-01-23 09:30:00,32.0 °C,21.9 °C,36.3 °C,3.3 °C,28 °C,28.9 °C,72,64
2026-01-23 10:00:00,31.5 °C,21.5 °C,34.7 °C,3.2 °C,28 °C,29.0 °C,72,65
2026-01-23 10:30:00,29.1 °C,21.7 °C,32.5 °C,4.1 °C,28 °C,28.8 °C,70,58
2026-01-23 11:00:00,27.0 °C,21.5 °C,30.2 °C,4.5 °C,28 °C,28.7 °C,66,56
2026-01-23 11:30:00,27.6 °C,21.5 °C,30.6 °C,5.2 °C,28 °C,28.6 °C,66,56
2026-01-23 12:00:00,29.8 °C,21.8 °C,33.0 °C,6.2 °C,28 °C,28.4 °C,67,56
2026-01-23 12:30:00,32.2 °C,22.0 °C,35.3 °C,5.6 °C,28 °C,28.5 °C,73,60
2026-01-23 13:00:00,31.2 °C,21.8 °C,34.4 °C,5.7 °C,28 °C,28.5 °C,68,58
2026-01-23 13:30:00,28.6 °C,21.6 °C,31.4 °C,5.8 °C,28 °C,28.4 °C,68,59
2026-01-23 14:00:00,25.9 °C,21.2 °C,29.4 °C,5.7 °C,28 °C,28.5 °C,73,61
2026-01-23 14:30:00,25.9 °C,20.8 °C,29.2 °C,5.2 °C,28 °C,28.6 °C,68,58
2026-01-23 15:00:00,28.2 °C,20.7 °C,31.0 °C,4.9 °C,28 °C,28.6 °C,66,60
2026-01-23 15:30:00,31.1 °C,20.6 °C,33.9 °C,4.4 °C,28 °C,28.7 °C,70,63
2026-01-23 16:00:00,30.8 °C,20.3 °C,33.1 °C,5.0 °C,28 °C,28.6 °C,73,64
2026-01-23 16:30:00,28.5 °C,20.4 °C,30.9 °C,5.2 °C,28 °C,28.6 °C,71,60
2026-01-23 17:00:00,26.0 °C,20.5 °C,29.2 °C,5.2 °C,28 °C,28.6 °C,69,60
2026-01-23 17:30:00,26.1 °C,20.6 °C,29.1 °C,3.8 °C,28 °C,28.8 °C,64,51
2026-01-23 18:00:00,28.1 °C,20.5 °C,30.3 °C,4.8 °C,28 °C,28.6 °C,64,54
2026-01-23 18:30:00,30.8 °C,20.5 °C,32.8 °C,4.2 °C,28 °C,28.8 °C,71,60
2026-01-23 19:00:00,31.2 °C,20.6 °C,33.7 °C,4.8 °C,28 °C,28.6 °C,68,59
2026-01-23 19:30:00,28.5 °C,20.9 °C,31.0 °C,4.7 °C,28 °C,28.7 °C,69,54
2026-01-23 20:00:00,15.8 °C,19.9 °C,15.4 °C,3.9 °C,28 °C,28.8 °C,0,0
2026-01-23 20:30:00,15.6 °C,19.6 °C,15.2 °C,4.5 °C,28 °C,28.7 °C,0,0
2026-01-23 21:00:00,15.4 °C,19.6 °C,15.5 °C,4.1 °C,28 °C,28.8 °C,0,0
2026-01-23 21:30:00,15.0 °C,19.6 °C,15.4 °C,3.2 °C,28 °C,29.0 °C,0,0
2026-01-23 22:00:00,14.8 °C,19.3 °C,14.4 °C,2.2 °C,28 °C,29.2 °C,0,0
2026-01-23 22:30:00,15.2 °C,19.4 °C,14.5 °C,2.1 °C,28 °C,29.2 °C,0,0
2026-01-23 23:00:00,14.5 °C,19.3 °C,14.1 °C,1.1 °C,28 °C,29.4 °C,0,0
2026-01-23 23:30:00,14.6 °C,19.4 °C,13.5 °C,0.3 °C,28 °C,29.5 °C,0,0
2026-01-24 00:00:00,14.4 °C,19.7 °C,13.2 °C,-0.6 °C,28 °C,29.7 °C,0,0
2026-01-24 00:30:00,14.2 °C,19.6 °C,12.9 °C,-1.5 °C,28 °C,29.9 °C,0,0
2026-01-24 01:00:00,14.2 °C,19.9 °C,12.2 °C,-2.2 °C,28 °C,30.0 °C,0,0
2026-01-24 01:30:00,14.2 °C,19.9 °C,12.7 °C,-1.4 °C,28 °C,29.9 °C,0,0
2026-01-24 02:00:00,14.2 °C,19.9 °C,12.9 °C,-1.0 °C,28 °C,29.8 °C,0,0
2026-01-24 02:30:00,14.1 °C,19.9 °C,12.9 °C,-1.1 °C,28 °C,29.8 °C,0,0
2026-01-24 03:00:00,14.0 °C,20.0 °C,12.9 °C,-1.6 °C,28 °C,29.9 °C,0,0
2026-01-24 03:30:00,13.8 °C,19.7 °C,12.6 °C,-1.9 °C,28 °C,30.0 °C,0,0
2026-01-24 04:00:00,14.2 °C,19.4 °C,12.0 °C,-2.1 °C,28 °C,30.0 °C,0,0
2026-01-24 04:30:00,15.0 °C,19.8 °C,12.6 °C,-0.8 °C,28 °C,29.8 °C,0,0
2026-01-24 05:00:00,14.7 °C,19.9 °C,12.6 °C,-0.5 °C,28 °C,29.7 °C,0,0
2026-01-24 05:30:00,15.1 °C,19.9 °C,13.1 °C,0.1 °C,28 °C,29.6 °C,0,0
2026-01-24 06:00:00,15.6 °C,20.2 °C,13.2 °C,0.5 °C,28 °C,29.5 °C,0,0
2026-01-24 06:30:00,15.9 °C,21.0 °C,13.6 °C,0.3 °C,28 °C,29.5 °C,0,0
2026-01-24 07:00:00,31.2 °C,21.5 °C,32.7 °C,0.7 °C,28 °C,29.5 °C,76,67
2026-01-24 07:30:00,29.3 °C,21.5 °C,30.5 °C,0.5 °C,28 °C,29.5 °C,70,58
2026-01-24 08:00:00,26.7 °C,21.7 °C,27.8 °C,1.8 °C,28 °C,29.2 °C,74,62
2026-01-24 08:30:00,26.7 °C,21.3 °C,28.0 °C,1.8 °C,28 °C,29.2 °C,72,61
2026-01-24 09:00:00,29.1 °C,21.0 °C,29.7 °C,2.1 °C,28 °C,29.2 °C,76,66
2026-01-24 09:30:00,30.6 °C,21.3 °C,31.6 °C,3.2 °C,28 °C,29.0 °C,69,57
2026-01-24 10:00:00,30.9 °C,21.3 °C,32.7 °C,3.3 °C,28 °C,28.9 °C,70,58
2026-01-24 10:30:00,28.1 °C,21.2 °C,29.9 °C,3.7 °C,28 °C,28.9 °C,68,60
2026-01-24 11:00:00,25.5 °C,20.8 °C,27.2 °C,2.7 °C,28 °C,29.1 °C,71,61
2026-01-24 11:30:00,24.8 °C,21.0 °C,26.0 °C,3.1 °C,28 °C,29.0 °C,72,63
2026-01-24 12:00:00,26.6 °C,20.7 °C,27.7 °C,4.1 °C,28 °C,28.8 °C,72,62
2026-01-24 12:30:00,28.3 °C,20.5 °C,29.8 °C,4.3 °C,28 °C,28.7 °C,71,60
2026-01-24 13:00:00,28.0 °C,20.4 °C,29.5 °C,5.1 °C,28 °C,28.6 °C,64,57
2026-01-24 13:30:00,25.6 °C,20.5 °C,27.0 °C,5.4 °C,28 °C,28.5 °C,65,54
2026-01-24 14:00:00,16.0 °C,19.4 °C,14.5 °C,6.4 °C,28 °C,28.3 °C,0,0
2026-01-24 14:30:00,15.6 °C,19.3 °C,14.2 °C,6.0 °C,28 °C,28.4 °C,0,0
2026-01-24 15:00:00,15.5 °C,19.7 °C,14.8 °C,6.0 °C,28 °C,28.4 °C,0,0
2026-01-24 15:30:00,15.0 °C,19.9 °C,14.9 °C,5.1 °C,28 °C,28.6 °C,0,0
2026-01-24 16:00:00,15.2 °C,20.0 °C,15.6 °C,5.1 °C,28 °C,28.6 °C,0,0
2026-01-24 16:30:00,15.1 °C,20.1 °C,15.3 °C,4.8 °C,28 °C,28.6 °C,0,0
2026-01-24 17:00:00,15.4 °C,19.9 °C,15.2 °C,5.3 °C,28 °C,28.5 °C,0,0
2026-01-24 17:30:00,15.4 °C,20.1 °C,15.5 °C,4.7 °C,28 °C,28.7 °C,0,0
2026-01-24 18:00:00,15.0 °C,20.3 °C,15.2 °C,4.1 °C,28 °C,28.8 °C,0,0
2026-01-24 18:30:00,14.7 °C,20.1 °C,15.2 °C,3.4 °C,28 °C,28.9 °C,0,0
2026-01-24 19:00:00,14.6 °C,20.3 °C,15.2 °C,3.1 °C,28 °C,29.0 °C,0,0
2026-01-24 19:30:00,14.9 °C,20.4 °C,15.3 °C,3.9 °C,28 °C,28.8 °C,0,0
2026-01-24 20:00:00,14.5 °C,20.5 °C,14.1 °C,1.2 °C,28 °C,29.4 °C,0,0
2026-01-24 20:30:00,14.7 °C,21.0 °C,14.5 °C,0.8 °C,28 °C,29.4 °C,0,0
2026-01-24 21:00:00,14.7 °C,21.0 °C,15.1 °C,1.1 °C,28 °C,29.4 °C,0,0
2026-01-24 21:30:00,14.5 °C,20.7 °C,14.8 °C,0.4 °C,28 °C,29.5 °C,0,0
2026-01-24 22:00:00,14.4 °C,20.8 °C,14.9 °C,0.2 °C,28 °C,29.6 °C,0,0
2026-01-24 22:30:00,14.6 °C,20.8 °C,15.0 °C,0.4 °C,28 °C,29.5 °C,0,0
2026-01-24 23:00:00,14.3 °C,20.5 °C,14.8 °C,-0.2 °C,28 °C,29.6 °C,0,0
2026-01-24 23:30:00,13.5 °C,20.0 °C,14.6 °C,-1.1 °C,28 °C,29.8 °C,0,0
2026-01-25 00:00:00,13.3 °C,20.1 °C,13.7 °C,-0.9 °C,28 °C,29.8 °C,0,0
2026-01-25 00:30:00,13.5 °C,20.4 °C,13.8 °C,-1.0 °C,28 °C,29.8 °C,0,0
2026-01-25 01:00:00,13.7 °C,20.7 °C,13.7 °C,-1.4 °C,28 °C,29.9 °C,0,0
2026-01-25 01:30:00,14.3 °C,20.8 °C,13.9 °C,-1.3 °C,28 °C,29.9 °C,0,0
2026-01-25 02:00:00,14.4 °C,21.2 °C,14.2 °C,-1.0 °C,28 °C,29.8 °C,0,0
2026-01-25 02:30:00,14.1 °C,21.2 °C,14.3 °C,-1.3 °C,28 °C,29.9 °C,0,0
2026-01-25 03:00:00,14.3 °C,21.1 °C,14.3 °C,-1.2 °C,28 °C,29.8 °C,0,0
2026-01-25 03:30:00,14.5 °C,21.1 °C,13.9 °C,-1.0 °C,28 °C,29.8 °C,0,0
2026-01-25 04:00:00,14.2 °C,20.9 °C,13.0 °C,-1.3 °C,28 °C,29.9 °C,0,0
2026-01-25 04:30:00,14.4 °C,20.6 °C,13.4 °C,-0.4 °C,28 °C,29.7 °C,0,0
2026-01-25 05:00:00,14.4 °C,20.3 °C,12.9 °C,-0.9 °C,28 °C,29.8 °C,0,0
2026-01-25 05:30:00,14.6 °C,20.3 °C,13.5 °C,-0.8 °C,28 °C,29.8 °C,0,0
2026-01-25 06:00:00,14.8 °C,20.5 °C,14.3 °C,0.0 °C,28 °C,29.6 °C,0,0
2026-01-25 06:30:00,14.6 °C,20.2 °C,13.4 °C,-0.3 °C,28 °C,29.7 °C,0,0
2026-01-25 07:00:00,15.0 °C,20.0 °C,13.4 °C,0.7 °C,28 °C,29.5 °C,0,0
2026-01-25 07:30:00,15.2 °C,20.3 °C,13.9 °C,1.3 °C,28 °C,29.3 °C,0,0
2026-01-25 08:00:00,15.6 °C,20.3 °C,14.2 °C,2.6 °C,28 °C,29.1 °C,0,0
2026-01-25 08:30:00,15.7 °C,20.3 °C,14.5 °C,3.3 °C,28 °C,28.9 °C,0,0
2026-01-25 09:00:00,15.4 °C,20.2 °C,14.3 °C,3.7 °C,28 °C,28.9 °C,0,0
2026-01-25 09:30:00,16.1 °C,20.8 °C,15.0 °C,4.2 °C,28 °C,28.8 °C,0,0
2026-01-25 10:00:00,16.6 °C,20.9 °C,15.4 °C,4.8 °C,28 °C,28.6 °C,0,0
2026-01-25 10:30:00,17.3 °C,21.0 °C,16.2 °C,6.5 °C,28 °C,28.3 °C,0,0
2026-01-25 11:00:00,17.0 °C,21.0 °C,16.4 °C,6.8 °C,28 °C,28.2 °C,0,0
2026-01-25 11:30:00,17.4 °C,21.1 °C,16.3 °C,7.0 °C,28 °C,28.2 °C,0,0
2026-01-25 12:00:00,17.9 °C,21.5 °C,16.8 °C,7.1 °C,28 °C,28.2 °C,0,0
2026-01-25 12:30:00,18.1 °C,21.3 °C,16.9 °C,7.4 °C,28 °C,28.1 °C,0,0
2026-01-25 13:00:00,17.6 °C,21.3 °C,16.8 °C,6.9 °C,28 °C,28.2 °C,0,0
2026-01-25 13:30:00,17.7 °C,21.3 °C,17.1 °C,6.9 °C,28 °C,28.2 °C,0,0
2026-01-25 14:00:00,17.8 °C,21.5 °C,16.7 °C,6.4 °C,28 °C,28.3 °C,0,0
2026-01-25 14:30:00,17.6 °C,21.8 °C,17.2 °C,6.0 °C,28 °C,28.4 °C,0,0
2026-01-25 15:00:00,17.6 °C,21.6 °C,16.8 °C,6.6 °C,28 °C,28.3 °C,0,0
2026-01-25 15:30:00,17.4 °C,21.6 °C,17.0 °C,6.6 °C,28 °C,28.3 °C,0,0
2026-01-25 16:00:00,17.2 °C,21.6 °C,16.2 °C,6.0 °C,28 °C,28.4 °C,0,0
2026-01-25 16:30:00,17.4 °C,21.1 °C,15.9 °C,5.8 °C,28 °C,28.4 °C,0,0
2026-01-25 17:00:00,17.4 °C,21.4 °C,16.3 °C,5.4 °C,28 °C,28.5 °C,0,0
2026-01-25 17:30:00,17.5 °C,21.7 °C,16.3 °C,5.2 °C,28 °C,28.6 °C,0,0
2026-01-25 18:00:00,16.8 °C,21.8 °C,16.0 °C,4.0 °C,28 °C,28.8 °C,0,0
2026-01-25 18:30:00,16.4 °C,21.5 °C,15.7 °C,3.0 °C,28 °C,29.0 °C,0,0
2026-01-25 19:00:00,15.7 °C,21.1 °C,14.4 °C,1.9 °C,28 °C,29.2 °C,0,0
2026-01-25 19:30:00,15.0 °C,21.3 °C,14.4 °C,1.1 °C,28 °C,29.4 °C,0,0
2026-01-25 20:00:00,14.3 °C,20.9 °C,13.8 °C,0.4 °C,28 °C,29.5 °C,0,0
2026-01-25 20:30:00,14.2 °C,20.7 °C,13.7 °C,-0.5 °C,28 °C,29.7 °C,0,0
2026-01-25 21:00:00,14.6 °C,20.7 °C,13.8 °C,-0.3 °C,28 °C,29.7 °C,0,0
2026-01-25 21:30:00,15.0 °C,20.9 °C,14.3 °C,0.4 °C,28 °C,29.5 °C,0,0
2026-01-25 22:00:00,15.2 °C,20.8 °C,13.9 °C,0.5 °C,28 °C,29.5 °C,0,0
2026-01-25 22:30:00,14.9 °C,20.8 °C,14.0 °C,-0.4 °C,28 °C,29.7 °C,0,0
2026-01-25 23:00:00,14.5 °C,20.8 °C,13.9 °C,-0.7 °C,28 °C,29.7 °C,0,0
2026-01-25 23:30:00,14.8 °C,20.5 °C,13.2 °C,-1.1 °C,28 °C,29.8 °C,0,0
2026-01-26 00:00:00,14.1 °C,20.5 °C,12.8 °C,-1.9 °C,28 °C,30.0 °C,0,0
2026-01-26 00:30:00,14.1 °C,20.1 °C,13.0 °C,-1.4 °C,28 °C,29.9 °C,0,0
2026-01-26 01:00:00,14.4 °C,20.3 °C,13.5 °C,-0.5 °C,28 °C,29.7 °C,0,0
2026-01-26 01:30:00,14.4 °C,21.1 °C,13.9 °C,-1.7 °C,28 °C,29.9 °C,0,0
2026-01-26 02:00:00,15.0 °C,21.1 °C,14.0 °C,-1.1 °C,28 °C,29.8 °C,0,0
2026-01-26 02:30:00,15.0 °C,21.3 °C,14.4 °C,-1.6 °C,28 °C,29.9 °C,0,0
2026-01-26 03:00:00,14.7 °C,21.2 °C,14.7 °C,-1.9 °C,28 °C,30.0 °C,0,0
2026-01-26 03:30:00,14.3 °C,20.8 °C,13.9 °C,-1.7 °C,28 °C,29.9 °C,0,0
2026-01-26 04:00:00,15.2 °C,21.4 °C,14.7 °C,-0.7 °C,28 °C,29.7 °C,0,0
2026-01-26 04:30:00,14.8 °C,21.1 °C,15.1 °C,-0.5 °C,28 °C,29.7 °C,0,0
2026-01-26 05:00:00,15.1 °C,21.3 °C,15.4 °C,-0.1 °C,28 °C,29.6 °C,0,0
2026-01-26 05:30:00,15.2 °C,21.3 °C,15.5 °C,0.6 °C,28 °C,29.5 °C,0,0
2026-01-26 06:00:00,28.3 °C,22.5 °C,32.0 °C,1.4 °C,28 °C,29.3 °C,75,62
2026-01-26 06:30:00,30.6 °C,22.4 °C,34.5 °C,1.9 °C,28 °C,29.2 °C,71,59
2026-01-26 07:00:00,30.5 °C,22.0 °C,34.5 °C,2.7 °C,28 °C,29.1 °C,67,55
2026-01-26 07:30:00,28.1 °C,21.8 °C,31.8 °C,2.6 °C,28 °C,29.1 °C,73,67
2026-01-26 08:00:00,26.6 °C,22.4 °C,29.2 °C,1.9 °C,28 °C,29.2 °C,82,74
2026-01-26 08:30:00,26.2 °C,22.4 °C,28.2 °C,3.5 °C,28 °C,28.9 °C,74,67
2026-01-26 09:00:00,28.4 °C,22.9 °C,30.6 °C,3.3 °C,28 °C,28.9 °C,71,60
2026-01-26 09:30:00,30.9 °C,22.7 °C,32.7 °C,3.5 °C,28 °C,28.9 °C,80,67
2026-01-26 10:00:00,30.3 °C,22.8 °C,32.3 °C,3.8 °C,28 °C,28.8 °C,65,57
2026-01-26 10:30:00,28.0 °C,22.3 °C,29.9 °C,4.0 °C,28 °C,28.8 °C,72,57
2026-01-26 11:00:00,25.3 °C,22.3 °C,27.3 °C,4.1 °C,28 °C,28.8 °C,75,66
2026-01-26 11:30:00,25.4 °C,22.8 °C,27.6 °C,4.9 °C,28 °C,28.6 °C,65,57
2026-01-26 12:00:00,27.7 °C,22.5 °C,30.5 °C,5.6 °C,28 °C,28.5 °C,68,56
2026-01-26 12:30:00,30.0 °C,22.2 °C,32.7 °C,6.4 °C,28 °C,28.3 °C,64,57
2026-01-26 13:00:00,30.2 °C,22.4 °C,32.3 °C,7.0 °C,28 °C,28.2 °C,64,53
2026-01-26 13:30:00,28.1 °C,22.3 °C,30.4 °C,6.9 °C,28 °C,28.2 °C,66,57
2026-01-26 14:00:00,26.5 °C,22.7 °C,29.1 °C,6.8 °C,28 °C,28.2 °C,60,51
2026-01-26 14:30:00,26.6 °C,22.6 °C,28.0 °C,7.6 °C,28 °C,28.1 °C,61,51
2026-01-26 15:00:00,28.9 °C,22.5 °C,30.0 °C,7.2 °C,28 °C,28.2 °C,65,54
2026-01-26 15:30:00,31.1 °C,22.5 °C,32.3 °C,6.8 °C,28 °C,28.2 °C,60,48
2026-01-26 16:00:00,31.1 °C,22.2 °C,32.1 °C,7.2 °C,28 °C,28.2 °C,64,54
2026-01-26 16:30:00,29.2 °C,21.8 °C,30.4 °C,7.0 °C,28 °C,28.2 °C,60,52
2026-01-26 17:00:00,27.2 °C,21.4 °C,28.2 °C,6.4 °C,28 °C,28.3 °C,62,54
